Token;Label;accord
me;PER;NA
rpaserai;;
deomain;;
tout;;
la;;
"
";;
joura;;
0;;
pour;;
aoir;;
ha;;
frso;;
daller;;
smei;PER;NA
dans;;
"
";;
notra;PER;NA
villag;PER;NA
0;;
prisr;LOC;NA
mattra;;PER
Guillaumo;LOC;PER
de;;
m';;
appor-;;
"
";;
ter;MISC;NA
mon;MISC;NA
lit;MISC;NA
.;;
n;;
"
";;
(;;
atharine;PER;PER
et;;
ea;;
flle;;
regertent;;
l;;
hraselst;;
.;;
"
";;
Ls;ORG;NA
lndemain;ORG;NA
matin;ORG;NA
0;;
Cutherino;PER;PER
mpeign;PER;NA
les;;
"
";;
grands;;
cheveux;;
noirs;;
d;;
sn;;
petit;;
fillo;;
avese;;
oneore;;
"
";;
plus;;
de;;
asoin;;
qui;;
ordinaire;;
";";;
oll;;
lui;;
lava;;
le;;
vi-;;
"
";;
aage;;
at;;
les;;
mains;;
0;;
l';;
habilla;;
le;;
plus;;
propement;;
"
";;
quolle;;
lo;;
put;;
0;;
et;;
olles;;
partirent;;
pour;;
aller;;
ches;;
"
";;
Mc;PER;PER
Dumont;PER;PER
.;;
"
";;
ElIea;LOC;NA
arrivbrent;;
devant;;
une;;
grill;;
qui;;
servait;;
ds;;
"
";;
porte;;
i;MISC;NA
un;MISC;NA
beau;MISC;NA
jardin;MISC;NA
";";;
mais;;
0;;
commo;;
il;;
ny;;
avait;;
];;
"
";;
personne;;
0;;
Cutherine;PER;PER
suivit;;
le;;
mur;;
et;;
vit;;
unegrande;;
"
";;
c;;
:;;
z;;
:;;
:;;
:;;
:;;
"
";;
ceau;;
de;;
pain;;
et;;
deux;;
sous;;
.;;
"
 ";;
arei;LOC;NA
0;;
mdemoisells;LOC;NA
0;;
dit;;
Ctherin;PER;PER
";";;
meis;;
je;;
"
";;
voudrais;;
parler;;
h;;
votre;;
dame;;
.;;
"
";;
LL;MISC;NA
 ;;
auwre;PER;NA
temme;PER;NA
0;;
on;;
ne;;
peut;;
gee;;
ls;;
voir;;
"
 ";;
cette;;
heure;;
0;;
ci;;
.;;
"
";;
0;;
Eh;;
bien;;
l;;
voulea;;
-vous;;
lui;;
demander;;
si;;
c';;
est;;
"
";;
elle;;
qui;;
a;;
perdu;;
ce;;
que;;
j';;
ai;;
trouv6;;
hier;;
sur;;
la;;
"
";;
grande;;
route;;
 ;;
sn;;
"
";;
Et;;
elle;;
montra;;
le;;
bijou;;
0;;
qu';;
elle;;
avait;;
enveloppe;;
"
";;
d';;
un;;
chiffon;;
bien;;
blane;;
.;;
"
";;
a;;
Justement;;
l;;
e';;
est;;
le;;
bracelet;;
que;;
madame;;
a;;
"
";;
perdu;;
hier;;
en;;
se;;
promenant;;
avee;;
les;;
anfhntsl;;
lle;;
"
";;
va;;
8tre;;
bien;;
contente;;
de;;
le;;
retrouver;;
";";;
oar;MISC;NA
nousMAMCG;MISC;NA
D;MISC;NA
JRANN;MISC;PER
.;;
"
";;
l';;
avons;;
eherh6;;
jusqu';;
h;;
la;;
nuit;;
.;;
Ie;PER;NA
vais;;
la;;
lui;;
por-;;
"
";;
tor;;
:;;
an;;
attendant;;
0;;
ma;;
brave;;
fmme;PER;NA
0;;
aayea;PER;NA
0;PER;NA
voua;PER;NA
"
";PER;NA
asur;PER;NA
le;PER;NA
hana;PER;NA
.;;
Patito;ORG;NA
0;;
vions;;
avaa;;
moi;;
0;;
tu;;
rendras;;
"
";;
toi;;
0;;
mme;;
le;;
braselaet;LOC;NA
a;;
madame;;
.;;
"
";;
Ia;;PER
patit;;PER
Ieanne;LOC;PER
regarda;;
asa;PER;NA
mbre;PER;NA
0;;
qui;;
lui;;
dit;;
:;;
"
";;
a;;
VWa;PER;NA
0;;
ma;;
flllo;;
0;;
at;;
sois;;
bion;PER;NA
honnt;PER;NA
.;;
n;;
"
";;
Mailamo;PER;PER
umont;;PER
.;;
"
";;
Ia;;
servanto;LOC;NA
prit;;
launne;LOC;PER
pur;;
la;;
main;;
et;;
la;;
fit;;
en-;;
"
";;
trer;;
dans;;
Ia;MISC;NA
maison;MISC;NA
.;;
Elles;;
montbrent;;
un;;
grand;;
"
";;
esealier;;
et;;
traversbrent;;
une;;
chambre;;
ploine;;
da;PER;NA
"
";PER;NA
beuaux;PER;NA
meuhles;PER;NA
.;;
lennne;LOC;PER
ouvrait;;
do;PER;NA
gcands;PER;NA
yeux;PER;NA
0;;
cur;;
"
";;
olle;;
n';;
avait;;
jamais;;
rian;;
vu;;
de;;
semblable;;
.;;
Elles;;
en-;;
"
";;
trbrent;;
duns;;
une;;
autre;;
humbre;;
ou;;
il;;
y;;
avait;;
deux;;
"
";;
lits;;
tout;;
blanos;;
.;;
Mme;PER;PER
Dumont;PER;PER
6tait;;
occupee;;
 ;;
pei-;;
"
";;
gner;;
les;;
cheveux;;
blonds;;
d';;
une;;
petite;;
demoisello;;
"
";;
qui;;
6tait;;
de;;
lge;;
de;;
Jeanne;PER;PER
0;;
et;;
qui;;
se;;
mit;;
i;PER;NA
diro;PER;NA
:;;
"
";;
a;;
Ahl;ORG;NA
maman;ORG;NA
0;;
la;;
jolie;;
ptite;;
fille;;
";";;
voyez;;
doneln;;
"
";;
Mme;PER;PER
Dumont;PER;PER
leva;;
les;;
yeux;;
0;;
et;;
sa;;
servante;;
lui;;
"
";;
dit;;
:;;
"
";;
a;;
Cstte;PER;NA
enfant;;
a;;
trouv6;;
le;;
bracelet;;
de;;
ma-;PER;NA
"
";PER;NA
dame;PER;NA
et;;
vient;;
le;;
lui;;
rapporter;;
.;;
Allons;;
0;;
petite;;
0;;
"
";;
avanee;PER;NA
done;PER;NA
";";;
madame;PER;NA
est;;
bien;;
bonne;;
";";;
n;;
aie;;
pas;;
"
";;
peurl;;
w;;
"
";;
.;;
eanne;;PER
se;;
laissa;;
mener;;
par;;
la;;
servante;;
en;;
tenant;;
"
";;
la;;
tte;ORG;NA
haissee;ORG;NA
et;;
sans;;
oser;;
seulement;;
lever;;
les;;
"
";;
yeux;;
.;;
"
";;
ILa;MISC;NA
dame;;
lui;;
dit;;
:;;
"
";;
e;;
Tu;;
ne;;
sais;;
pas;;
tout;;
le;;
plaisir;;
que;;
tu;;
me;;
fais;;
0;;
"
";;
mon;;
enfant;;
0;;
en;;
me;;
rapportant;;
ee;;
bracelet;;
.;;
Qui;;
"
";;
es;;
0;;
tu;;
donc;;
 ;;
sPnEMIRRR;;
ARTIR;PER;NA
.;;
"
";;
Comma;PER;
laeunno;PER;PER
ne;;
diauit;PER;NA
rin;PER;NA
0;;
lu;;
aarvante;;
r6pan-;;
"
";;
dit;;
pour;;
lle;PER;NA
"
";PER;NA
Mndame;PER;NA
0;;
sa;;
mr;;
eat;;
an;;
has;;
 ;;
la;;
porto;LOC;NA
";";;
o';;
ost;;
"
";;
une;;
puuvr;PER;NA
fno;PER;NA
qui;;
domuando;PER;NA
sen;PER;NA
pi;PER;NA
"
";PER;NA
0;PER;NA
Js;PER;NA
daaaendruai;PER;NA
la;;
voir;;
aussitt;;
que;;
jaurai;PER;NA
re-;PER;NA
"
";PER;NA
lav6;PER;NA
les;PER;NA
chavaux;PER;NA
d';PER;NA
Isaure;LOC;PER
.;;
"
";;
--;;
Madalains;LOC;PER
0;;
s';;
oria;;
Ia;;
ptit;;
demisells;;
"
";;
blnds;PER;NA
0;;
jespo;PER;NA
qu;PER;NA
tn;MISC;NA
no;MISC;NA
dires;MISC;NA
plwe;MISC;NA
que;;
le;;
"
";;
endrli;;
ost;;
un;;
jour;;
ds;;
malheur;;
:;;
tu;;
vois;;
bien;;
"
";;
que;;
lon;PER;NA
peut;;
tro;MISC;NA
heuroux;MISC;NA
ca;MISC;NA
jourl;MISC;NA
tout;;
eommo;;
"
";;
tin;;
uutro;;
.;;
"
";;
0;;
Et;;
e;;
n;;
eux;;
p;;
quil;;
ny;;
it;;
d;;
honheus;PER;NA
"
";;
que;;
pour;;
moi;;
aujourd'hui;;
0;;
ajouta;;
Mmo;PER;PER
Dumont;PER;PER
";";;
"
";;
cstto;;
pauvrs;;
femme;;
sea;;
bien;;
resompenee-;;
"
";;
Mmie;PER;PER
Dumont;PER;PER
descendit;;
ualors;;
0;;
suivie;;
d';;
Isaure;PER;PER
et;;
"
";;
do;;
la;;
servante;;
0;;
qui;;
tenait;;
toujours;;
Janne;PER;PER
pas;;
la;;
"
";;
main;;
.;;
Quand;;
llo;PER;NA
fut;;
urriveo;;
au;;
bas;;
de;;
l';;
esealier;;
0;;
"
";;
ll;;
appela;;
Catherine;PER;PER
0;;
et;;
0;;
la;;
voyant;;
si;;
ple;ORG;NA
0;;
ell;ORG;NA
l;;
"
";;
fit;;
asseoir;;
.;;
"
";;
a;;
O;LOC;NA
avez;;
-vous;;
done;;
trouv6;;
mon;;
braeelet;;
?;;
"
";;
0;;
Madame;PER;NA
0;;
e';PER;NA
est;;
Jeane;PER;PER
0;;
ma;;
petite;;
fille;;
0;;
qui;;
la;;
"
";;
vu;;
reluire;;
au;;
soleil;;
et;;
qui;;
l';;
a;;
ruamass6;;
au;;
hord;MISC;NA
du;;
"
";;
foss8;;
sur;;
la;;
route;;
"
";;
i;;
0;;
a;;
narco;MISC;NA
do;MISC;NA
o;MISC;NA
rairee;MISC;NA
"
";;
voici;;
quinze;;
franes;;
pour;;
vous;;
reeompenser;;
de;;
"
";;
votre;;
probit6;MISC;NA
.;;
"
  ";;
rei;;
0;;
madams;ORG;NA
:;;
i;PER;NA
nai;PER;NA
fit;;
qe;PER;NA
mss;PER;NA
];;
"
";;
deoir;;
en;;
vous;;
rendant;;
ee;;
qui;;
vous;;
appartient;;
";";;
je;;
];;
"
";;
ne;;
dois;;
pas;;
en;;
etre;;
recompensee;ORG;NA
.;;
"
";;
GiaaeeeI;PER;NA
"
";;
plaisir;;
0;;
je;;
veux;;
vous;;
en;;
faire;;
un;;
aussi;;
:;;
prene;;
];;
"
";;
done;;
cet;;
argent;;
.;;
NFaN;LOC;NA
B;LOC;NA
JIEANNR;;PER
.;;
"
";;
0;;
Que;;
ieu;;NA
vous;;
banisso;PER;NA
0;;
mndme;LOC;NA
0;;
ur;LOC;NA
lo;LOC;NA
"
";LOC;NA
bion;LOC;NA
que;;
vous;;
ma;;
faitssl;;
"
";;
0;;
Mais;;
0;;
ditaa;PER;NA
-moi;;
:;;
il;;
me;;
aembl;;
que;;
je;;
ne;;
vous;;
"
";;
i;PER;NA
jamuis;PER;NA
vu;;
dans;;
ee;MISC;NA
pya;MISC;NA
0;MISC;NA
eit;MISC;NA
Pourquoi;;
mndioa-;;
"
";;
vous;;
done;;
0;;
6tant;;
oncuro;LOC;NA
dans;;
la;;
farae;;
do;;
l';;
gaf;LOC;NA
"
";LOC;NA
0;;
Cest;;
que;;
0;;
maduame;LOC;NA
0;;
jy;;
suias;;
tore6a;;
pur;;
mu;;
"
";;
grande;;
misbra;;
.;;
n;;
"
";;
Alors;;
elle;;
raeonta;;
son;;
mulheur;;
et;;
la;;
charit6;LOC;NA
da;LOC;NA
"
";LOC;NA
lua;;PER
mbre;;PER
Nunnetta;;PER
.;;
"
";;
a;;
Ctherine;PER;PER
0;;
vous;;
envarrez;PER;NA
volr;PER;NA
patits;PER;NA
flllo;PER;NA
iei;PER;NA
"
";;
tous;;
les;;
vendredis;;
0;;
et;;
j;;
lui;;
donnerai;;
une;;
pice;;
du;;
"
";;
inquunte;;
centimes;;
.;;
"
";;
--;;
(;;
Que;MISC;NA
Dieu;MISC;MISC
vous;MISC;NA
recompense;MISC;NA
0;;
madamel;PER;NA
n;PER;NA
"
";PER;NA
KEt;;
Catherine;;PER
0;;
ayat;;
prias;;
aa;;
fille;;
par;;
la;;
main;;
0;;
"
";;
sortit;;
pour;;
retourner;;
chez;;
la;;PER
mbre;MISC;PER
Nannette;MISC;PER
.;;
"
";;
En;;
entrant;;
0;;
elle;;
lui;;
presenta;;
les;;
trois;;
piess;;
de;;
"
";;
oinq;;
franes;;
quon;;
lui;;
wvait;;
donnes;;
:;;
"
";;
s;;
Prene;;
0;;
les;;
0;;
mre;PER;PER
Nannette;PER;PER
";";;
ga;;
vous;;
ddomma-;;
"
";;
gera;;
un;;
peu;;
";";;
car;;
il;;
nest;;
pas;;
juste;;
que;;
vous;;
me;;
lo-;;
"
";;
giez;;
poeur;;
rien;;
si;;
je;;
puis;;
vous;;
donner;;
quelque;;
chose;;
.;;
"
";;
0;;
Vous;;
savez;;
bien;;
0;;
Catherine;PER;PER
0;;
que;;
je;;
ne;;
veux;;
"
";;
rien;;
aeeepter;;
pour;;
cela;;
";";;
ce;;
n';;
est;;
pas;;
une;;
grande;;
"
";;
gene;;
pour;;
moi;;
de;;
vous;;
avoir;;
dans;;
ma;;
maison;;
0;;
qui;;
"
";;
eut;;
nous;;
loger;;
toutes;;
les;;
deux;;
";";;
mon;;
feu;;
peut;;
"
";;
faire;;
bouillir;;
votre;;
pot;;
en;;
meme;;
temps;;
que;;
le;;
mien;;
.;;
"
";;
Mais;;
donnez;;
-moi;;
votre;;
argent;;
";";;
je;;
vous;;
le;;
garderai;;
"
";;
pour;;
acheter;;
ce;;
qui;;
vous;;
sera;;
necessaire;;
.;;
"
";;
Gatharine;PER;PER
va;;
dans;;
san;LOC;NA
viilage;LOC;NA
.;;
"
";;
Apres;LOC;NA
setre;PER;NA
reposee;PER;NA
tout;;
le;;
reste;;
de;;
la;;
journ6e;;
0;;
"
";;
Catherine;PER;PER
se;;
soucha;;
de;;
bonne;;
heure;;
.;;
Le;;
lende;;
0;;
RMIRn;;
PARIIR;;
.;;
"
";;
muin;PER;NA
lla;PER;NA
avella;PER;NA
laeanna;PER;PER
de;;
han;PER;NA
matn;PER;NA
";";;
elle;;
l';;
ha-;;
"
";;
hilla;PER;NA
at;PER;NA
lui;;NA
luva;PER;NA
lea;PER;NA
mains;;
et;;
lo;PER;NA
visag;PER;NA
";";;
puis;;
0;;
aprbs;;
"
";;
lui;;
avoir;;
fait;;
fira;;
sa;;
pribra;;
0;;
ella;;
lui;;
dit;;
:;;
"
";;
a;;
Ma;PER;NA
fllle;PER;NA
0;;
il;;
faut;;
qu;;
j';;
aille;;
a;;
notre;;
villago;;
pour;;
"
";;
prier;;
maltre;;PER
Guillaume;PER;PER
da;PER;NA
muamenaer;PER;NA
isi;PER;NA
notra;PER;NA
"
";;
pauvre;;
mobilier;;
.;;
le;;
ne;;
peux;;
pa;PER;NA
tammaner;PER;NA
0;;
tu;;
es;;
"
";;
trop;;
potit;;
pour;;
fire;MISC;NA
tnt;MISC;NA
da;MISC;NA
chemin;MISC;NA
";";;
tu;;
no;;
mar-;;
"
";;
horuais;;
pns;;
ponduanl;PER;NA
trois;;
lieues;;
de;;
suite;;
.;;
Si;;
la;;PER
"
";;
mre;;PER
Nunnette;PER;PER
0;;
qui;;
ost;;
une;;
brave;;
femme;;
0;;
veut;;
"
";;
bian;;
ta;;
garder;;
aee;;
ello;;
pendant;;
ce;;
tmps;;
0;;
lh;;
0;;
jirai;;
"
";;
trouver;;
mattr;PER;PER
Guillaume;PER;PER
0;;
ot;;
tu;;
mattandras;;
ioi;;
";";;
"
";;
jae;PER;NA
oouchorai;PER;NA
dans;;
aa;MISC;NA
grunge;MISC;NA
0;;
et;;
demain;;
de;;
honno;LOC;NA
"
";;
heura;;
je;;
serai;;
de;;
retour;;
.;;
"
";;
i;;
id;;
innno;;
ilun;;
n;;
wss;LOC;NA
:;;
pei;PER;NA
e;PER;NA
"
";PER;NA
olle;PER;NA
eut;;
consid6r6;;
la;;
bonne;;
flgure;;
de;;
la;;PER
mbere;;PER
Nan-;;PER
"
";;
nette;;
0;;
elle;;
dit;;
qu';;
elle;;
voulait;;
bien;;
rester;;
";";;
Cathe-;PER;PER
];;
"
";;
rine;;PER
partit;;
0;;
et;;
euanne;;PER
0;;
sappreehant;PER;
tout;;
douee-;;
];;
"
";;
ment;;
de;;
la;;PER
mre;MISC;PER
Nannette;MISC;PER
0;;
lui;;
dit;;
:;;
"
 ";;
vules;;
0;;
ous;;
memmener;;
aux;;
champs;;
aee;;
];;
"
";;
vous;;
 ;;
je;;
garderai;;
bien;;
les;;
oisons;;
.;;
"
";;
-0i;;
0;;
ma;;
Jeanne;PER;PER
0;;
je;;
ne;;
demande;;
pas;;
mieux;;
.;;
"
";;
Aprs;;
lavoir;;
fait;;
d6jeuner;;
aee;;
elle;;
0;;
la;;PER
mere;;PER
];;
"
";;
Nannette;LOC;PER
amena;;
les;;
oisons;;
sous;;
le;;
noyer;;
0;;
et;;
leanne;;PER
];;
"
";;
lesgarda;;
pendant;;
que;;
la;;
vieille;;
femms;;
d6taehaitea;;
];;
"
";;
vaehe;;
et;;
sa;;
ehbvre;;
.;;
Cette;;
petite;;
sentendait;;
si;;
bienh;PER;NA
];;
"
";;
conduire;;
les;;
oies;;
et;;
i;;
les;;
empecher;;
de;;
faire;;
du;;
dom-;;
];;
"
";;
mage;;
0;;
que;;
la;;PER
mre;;PER
Nainnette;PER;PER
en;;
6tait;;
tout;;
etonnea;;
.;;
];;
"
";;
ers;;
les;;
dix;;
heures;;
0;;
comme;;
il;;
eommengait;;
h;;
];;
"
";;
faire;;
chaud;;
0;;
elles;;
firent;;
rentrer;;
les;;
betes;;
0;;
qui;;
ne;;
];;
"
";;
voulaient;;
plns;PER;NA
manger;PER;NA
dehors;;
0;;
paree;;
qu';;
elles;;
];;
"
";;
6taient;;
tourmentees;;
par;;
les;;
mouches;;
.;;
Jeanne;PER;PER
vou-;;
];;
"
";;
lut;;
0;;
ensuite;;
aller;;
a;;
l';;
herhe;;
";";;
elle;;
en;;
ramassa;;
un;;
bon]NANG;;
D;ORG;NA
JANNH;ORG;NA
.;;
"
";;
petit;;
puaquet;;
qu';;
ellae;LOC;NA
lia;;
dans;;
sun;ORG;NA
tablier;;
0;;
et;;
olla;;
la;;
"
";;
pst;MISC;NA
su;;
sa;;
tte;;
an;;
l;;
maintanant;;
avea;;
80s;;
deux;;
"
";;
petites;;
mains;;
0;;
pour;;
le;;
raporter;;
a;;
la;;
maisn;;
.;;
ILa;MISC;PER
"
";;
mbre;;PER
Nannetta;;PER
lui;;
donnu;;
des;;
prunes;;
pour;;
ason;PER;NA
gou-;PER;NA
"
";PER;NA
ter;PER;NA
";";;
et;;
0;;
quand;;
la;;
haleur;;
fut;;
tomhee;LOC;NA
0;;
alles;LOC;NA
flrant;;
"
";;
sortir;;
oneore;LOC;NA
les;;
hestiaux;LOC;NA
0;;
et;;
ne;;
les;;
ramanbrent;;
"
";;
qu';;
i;;
la;;
brune;LOC;NA
0;;
en;;
puaasuant;;
puar;;
l';;
abrauvoir;;
.;;
On;;
leur;;
"
";;
donna;;
pour;;
la;;
nuit;;
uno;;
grande;;
partio;;
de;;
lherba;;
"
";;
qui;;
avait;;
te6;PER;NA
ramass6e;;
.;;
ILa;MISC;PER
mre;;PER
Nannette;LOC;PER
fit;;
une;;
"
";;
honne;;
soupo;;
aux;;
pommes;;
de;;
terro;;
0;;
et;;
Jeanne;PER;PER
0;;
qui;;
"
";;
n'6tait;;
pus;;
habituee;;
 ;;
en;;
avoir;;
de;;
pareille;;
0;;
en;;
"
";;
mangea;;
uno;PER;NA
grande;PER;NA
assiettee;PER;NA
";";;
puis;;
elle;;
se;;
coueha;;
.;;
"
";;
Lenfant;;
6tait;;
bien;;
un;;
peu;;
lasse;;
0;;
mais;;
tres;;
0;;
contente;;
"
";;
d';;
avoir;;
aid6;;
la;;PER
mbre;MISC;PER
Nannette;MISC;PER
.;;
"
";;
Ia;;PER
mtre;;PER
Mannaetto;;PER
mne;;
eanne;;PER
h;;
la;;
messe;;
.;;
"
";;
Le;;
lendemain;;
0;;
en;;
s';;
eveillant;;
0;;
la;;
petite;;
Jeunne;LOC;PER
"
";;
appela;;
sa;;
mbra;;
";";;
puis;;
0;;
se;;
souvenant;;
qu';;
elle;;
n'6tait;;
"
";;
pas;;
la;;
0;;
elle;;
se;;
leva;;
0;;
s';;
habilla;;
et;;
pria;;
la;;PER
mbre;;PER
Nan-;;PER
"
";;
nette;;PER
de;;
la;;
laver;;
et;;
de;;
la;;
peigner;;
0;;
comme;;
faisait;;
"
";;
Catherine;PER;PER
";";;
ensuite;;
0;;
elle;;
se;;
mit;;
 ;;
genoux;;
et;;
fit;;
sa;;
"
";;
priire;;
.;;
"
";;
a;;
Quelles;LOC;NA
prieres;LOC;NA
sais;LOC;NA
0;LOC;NA
tu;LOC;NA
 ;;
lui;;
demanda;;
la;;PER
mre;;PER
"
";;
Nannette;LOC;PER
.;;
"
";;
0;;
e;;
sais;;
Notre;PER;MISC
Pere;PER;MISC
et;;
Je;MISC;MISC
vous;MISC;MISC
sale;MISC;MISC
0;;
Marie;PER;MISC
.;;
"
";;
0;PER;NA
Dias;PER;NA
0;;
les;;
done;;
tout;;
haut;;
.;;
n;;
"
";;
eanne;;PER
les;;
r6ecita;LOC;NA
sans;;
en;;
manquer;;
un;;
mot;;
.;;
"
";;
Quand;;
alle;PER;NA
eut;;
fini;;
0;;
eomme;;
elle;;
restait;;
enecore;LOC;NA
a;;
"
";;
genoux;;
0;;
la.mere;;PER
Nannette;LOC;PER
lui;;
demanda;;
:;;
"
";;
a;;
Que;MISC;NA
dis;MISC;NA
0;MISC;NA
tu;MISC;NA
done;MISC;NA
encore;;
f;PER;NA
"
";PER;NA
0;;
Je;;
demande;;
au;;
bon;;
Dieu;MISC;MISC
d';;
avoir;;
piti6;;
derFREMIRRE;;
PAHYTIk;MISC;NA
.;;
"
";;
nous;;
at;;
de;;
bnir;;
tous;;
eaux;;
qui;;
nous;;
assislont;;
";";;
"
";;
io;;
dis;;
votra;MISC;NA
nom;;
lo;;
premir;PER;NA
et;;
celui;;
de;;
Mme;PER;PER
Du-;;PER
"
";;
mont;;PER
apres;;
.;;
Maman;;
me;;
la;;
fait;;
diro;PER;NA
aomme;PER;NA
eela;PER;NA
"
";;
hier;;
.;;
n;;
"
";;
la;;
messe;;
sonna;;
0;;
t;;
la;;PER
mbre;;PER
Nannette;;PER
prit;;
ses;;
"
";;
leaux;;
hahits;;
.;;
Elle;;
regarda;;
la;;PER
potite;;PER
leanno;;PER
0;;
aet;LOC;NA
0;;
lui;;
"
";;
voyant;;
un;;
fichu;;
tout;;
dshir6;;
0;;
elle;;
lui;;
en;;
mit;;
un;;
"
";;
des;;
sions;;
";";;
puis;;
elles;;
puartirent;;
pour;;
leglise;LOC;LOC
0;;
em-;;
"
";;
portant;;
chuacune;PER;NA
sa;;
chaise;;
.;;
"
";;
Pendant;;
toute;;
la;;
messe;;
0;;
Jeanne;PER;PER
tint;;
un;;
chapelet;;
"
";;
quo;;
lui;;
avait;;
pret;;
la;;PER
mre;MISC;PER
Nanntte;MISC;PER
0;;
et;;
dit;;
seas;;
"
";;
pribres;;
.;;
Elle;;
ne;;
tourna;;
point;;
Ia;;
tle;;
pour;;
voir;;
qui;;
"
";;
entrait;;
ni;;
qui;;
sortait;;
";";;
elle;;
se;;
mettait;;
a;;
genoux;;
en;;
"
";;
iumo;;
temps;;
que;;
tout;;
le;;
monde;;
0;;
et;;
se;;
relevait;;
"
";;
coIme;LOC;NA
les;;
autres;;
.;;
"
";;
M.;;
le;;
eur6;MISC;NA
0;;
aprbes;PER;NA
la;PER;NA
messe;PER;NA
0;;
demanda;;
 ;;
la;;PER
mero;PER;PER
"
";PER;PER
Nannette;PER;PER
oi;;
elle;;
avait;;
pris;;
cette;;
enfant;;
0;;
la;;
.;;
Alors;;
"
";;
elle;;
lui;;
raeonta;;
l';;
histoire;;
de;;
Catherine;PER;PER
.;;
"
";;
a;;PER
Mere;PER;PER
Nannette;PER;PER
0;;
vous;;
etes;;
une;;
digne;;
femmne;;
0;;
"
";;
lui;;
dit;;
-il;;
";";;
la;;
parole;;
de;;
Dieu;MISC;MISC
n';;
est;;
pas;;
perdue;;
pour;;
"
";;
OUB;LOC;NA
.;;
"
";;
Retour;MISC;NA
de;MISC;NA
Catherine;MISC;PER
.;;
"
";;
Vers;;
midi;;
0;;
lon;;
vit;;
venir;;
mattre;;PER
Guillaume;PER;PER
dans;;
"
";;
une;;
charrette;;
attel6e;;
d';;
un;;
bel;;
ane;PER;NA
brun;PER;NA
.;;
l;;
s';;
arreta;;
];;
"
";;
devant;;
la;;
porte;;
de;;
la;;PER
mhre;LOC;PER
Nannette;LOC;PER
0;;
et;;
fit;;
descen-;;
];;
"
";;
dre;PER;NA
Catherine;PER;PER
0;;
qui;;
fut;;
bien;;
contente;;
de;;
revoir;;
sa;;
];;
"
";;
petite;;PER
Jeanne;PER;PER
quelle;;
n';;
avait;;
jamais;;
quittee;;
aupa-;;
"
";;
ravant;;
.;;
Elle;;
ddtela;;
lane;;
";";;
la;;PER
mre;;PER
Nannette;LOC;PER
le;;
prit;;
];;
"
";;
par;;
le;;
licou;;
pour;;
lattacher;LOC;NA
dans;;
l'6table;;
a;;
a0;;
t;;
de;;
];;
"
";;
sa;;
vaehe;;
";";;
puis;;
ello;PER;NA
remplit;;
lo;PER;NA
rAtelier;PER;NA
de;;
bon;;
tfle;;
0;;
];;
"
";;
et;;
revint;;
aider;;
Guillaume;PER;PER
i;PER;NA
descendre;;
le;;
coffre;;
et]KNFANCR;;
DRB;MISC;NA
JANNE;MISC;PER
.;;
"
";;
];;
"
";;
1e;;
lit;;
da;;
Ctherine;PER;PER
.;;
Ce;;
lit;;
avait;;
des;;
rideaux;;
de;;
toue;PER;NA
];;
"
";;
ruay6e;;
et;;
una;;
paillasasa;;
que;;
Guillauma;LOC;PER
avait;;
rem-;;
];;
"
";;
plie;;
de;;
puille;;
frathe;;
0;;
en;;
souvenir;;
de;;
son;;
amitie;;
"
";;
HI;;
"

";;
aI;;
"
";;
:;;
"
";;
I;LOC;NA
"
";;
r'I;;
"
";;
E;LOC;NA
"
";;
h;;
"


";;
Ki;PER;NA
"
";PER;NA
L;PER;NA
"
";PER;NA
I;PER;NA
"
";PER;NA
I;PER;NA
"
";PER;NA
I;PER;NA
"
";PER;NA
I;PER;NA
"
";PER;NA
I;PER;NA
"
";;
.;;
"
";;
I;MISC;NA
"

";MISC;NA
G;MISC;NA
"
";MISC;NA
LLE2;MISC;NA
"
";;NA
A;MISC;NA
"

";MISC;NA
I;MISC;NA
"
";MISC;NA
II1;MISC;NA
"
";MISC;NA
I;MISC;NA
"
";;
----l;;
0;;
"

 
";;
MI;ORG;NA
"
";ORG;NA
N;ORG;NA
"
 ";ORG;NA
I;ORG;NA
"
";;NA
"""";;NA
W;ORG;NA
"



";ORG;NA
I3;ORG;NA
"
";;
l;;
"


";;
I;MISC;NA
S;MISC;NA
"
";;
k;;
0;;
at;;
"
";;
N;;
"
";;
3;;
.;;
"
";;
Ia;;
"
";;
II;;
"

";;
--ggg;;
"
";;
eanna;;
Aette;MISC;NA
e;MISC;NA
prlres;MISC;NA
.;;
"
";;
pour;;
son;;
parent;;
0;;
lhomme;;
d6funt;;
de;;
Catherine;PER;PER
.;;
Il;;
"
";;
y;;
avuait;;
aussi;;
une;;
petite;;
chaise;;
.;;
On;;
monta;;
le;;
ciel;;
"
";;
du;;
lit;;
dans;;
un;;
coin;;
de;;
la;;
chambre;;
0;;
qui;;
6tait;;
fortPRMIIRRE;;
AHTI;ORG;NA
.;;
"
";;
ade;;
";";;
on;;
mit;;
l;;
ohlit;;
dessous;;
at;;
 ;;
l;;
;;
coffhe;LOC;NA
au;;
"
";;
pied;;
hu;PER;NA
lit;PER;NA
.;;
"
";;
x;;
A;MISC;NA
present;MISC;NA
quo;MISC;NA
tout;MISC;NA
est;;
ani;;
0;;
plaae;;
0;;
vona;PER;NA
alle;PER;NA
"
";;
goter;;
aves;;
notus;;
0;;
mattre;PER;PER
Guillaume;PER;PER
0;;
dit;;
la;;PER
